2771,file/Document 4 (1).pdf,"Extension Notification Regarding Academic Arrangement, Nursing College Kishtwar",.pdf,Document 4 (1).pdf
2770,file/Evssel2024.pdf,Provisional Selection List of M.Sc. Environmental Science- 2024,.pdf,Evssel2024.pdf
2769,file/Provisional Selection List M.Sc Biotechnology-2024.pdf,Provisional Selection List of M.Sc Biotechnology 2024,.pdf,Provisional Selection List M.Sc Biotechnology-2024.pdf
2768,file/Sellonezol2024.pdf,Selection List-I for Admission to M.Sc. Zoology,.pdf,Sellonezol2024.pdf
2767,file/Extension Notice for UG Admissions 2024.pdf,"Extension in Last Date for Submission of Admission Application forms for B.Tech, UG Programmes",.pdf,Extension Notice for UG Admissions 2024.pdf
2766,file/Extension Notice for Ph.D. Admissions  2024 (1).pdf,Extension in last date for submission of Admission application form for Ph.D. Programmes,.pdf,Extension Notice for Ph.D. Admissions  2024 (1).pdf
2765,file/proj202425Eligiblity Status.pdf,Screening Report for the Post of Junior Research Associate for the project entitled “Development of Accent Based Automatic Speech Recognition (ASR) for Kashmiri Language”,.pdf,proj202425Eligiblity Status.pdf
2764,file/202425Expression of Interest (EOI) for appointment of Statuatory Auditors of Baba Ghulam Shah Badshah University Rajouri.pdf,"Expression of Interest (EOI) for appointment of Statuatory Auditors of Baba Ghulam Shah Badshah University, Rajouri",.pdf,202425Expression of Interest (EOI) for appointment of Statuatory Auditors of Baba Ghulam Shah Badshah University Rajouri.pdf
2763,file/updatedSelection List of M.Sc Biotechnologygatb2024.pdf,LIST OF THE PROVISIONALLY SELECTED CANDIDATES FOR ADMISSION TO M.Sc. BIOTECHNOLOGY - 2024 (Through GAT-B),.pdf,updatedSelection List of M.Sc Biotechnologygatb2024.pdf
2762,file/Extnuradm2024.pdf,"Extension in last date for submission of Admission application form ,B.Sc. Nursing (Self Finance Category)",.pdf,Extnuradm2024.pdf
2761,file/phdsuhailiqbal.pdf,"Ph.D. Result Notification of Mr. Suhail Iqbal Bhat, Department of Information Technology",.pdf,phdsuhailiqbal.pdf
2760,file/phdjunaidamin.pdf,"Ph.D. Result Notification of Mr. Junaid Amin Parrey, Department of Management Studies",.pdf,phdjunaidamin.pdf
2759,file/July Circular.pdf,"Reschedule Notification of B.tech. Lab Examinations for 2nd, 4th and 6th Semester Earlier Scheduled on July 18, 2024 ",.pdf,July Circular.pdf
2758,file/KISHTWAR2024-25 Nursing WALK IN INTERVIEW Advertisement (1).pdf,"Notification Regarding Academic Arrangement, Nursing College Kishtwar",.pdf,KISHTWAR2024-25 Nursing WALK IN INTERVIEW Advertisement (1).pdf
2757,file/extensionnotice2.pdf,The last date for submission of e-tenders for providing Catering Services in the University Hostels invited vide No. BGSBU/Reg/24/53 dated 31-05-2024 and Tender ID 2024_UDJK_249008_1 is hereby further extended Upto 11-07-2024,.pdf,extensionnotice2.pdf
2756,file/Ph.D. Entrance Result 2024.pdf,Ph.D. Entrance Test Result - 2023,.pdf,Ph.D. Entrance Result 2024.pdf
2755,file/Order regarding Biometric Attendance..pdf,Order Regarding Biometric Attendance,.pdf,Order regarding Biometric Attendance..pdf
2754,file/Extension Notice _ CUET (PG) Admissions 2024-25.pdf,"Extension Notice for CUET PG Admission Application Forms Upto July 15 , 2024",.pdf,Extension Notice _ CUET (PG) Admissions 2024-25.pdf
2753,file/Extension Notice for submission of online applications for Admissions 2024-25.pdf,"Extension Notice for Direct  Admission Application Forms Upto July 15 , 2024",.pdf,Extension Notice for submission of online applications for Admissions 2024-25.pdf
2751,file/PhdLhdisres.pdf,"Ph.D Result Notification of Ms. Asra Aslam, Department of Islamic Studies",.pdf,PhdLhdisres.pdf
2750,file/1For Website Advt.pdf,Readvertisement Notice for the Post of Junior Research Assistant(JRA) for the sponsored research project titled “Development of Accent Based Automatic Speech Recognition (ASR) for Kashmiri Language”,.pdf,1For Website Advt.pdf
2749,file/ETENDERextensionnotice1.pdf,The last date for submission of e-tenders for providing Catering Services in the University Hostels invited vide No. BGSBU/Reg/24/53 dated 31-05-2024 and Tender ID 2024_UDJK_249008_1 is hereby extended Upto 06-07-2024.,.pdf,ETENDERextensionnotice1.pdf
2748,file/Extension Notice for CUET(PG) Admission (1).pdf,"Extension Notice for CUET PG Admission Application Forms Upto June 30 , 2024",.pdf,Extension Notice for CUET(PG) Admission (1).pdf
2747,file/Revised Answer Key Entrance Test  Ph.D. Information Technology - 2023.pdf,Revised Answer Key of Entrance Test for admission to Ph.D. Information Technology - 2023,.pdf,Revised Answer Key Entrance Test  Ph.D. Information Technology - 2023.pdf
2746,file/1462024DST Adv.pdf,"Applications are Invited for the Position of Junior Research Assistant for the Project titled ""Realistic Healthcare Management System for Type-2 Diabetes Mellitus using Lifestyle/Biological Date for J&K-UT, India""",.pdf,1462024DST Adv.pdf
2745,file/1462024SERB Adv.pdf,"Applications are Invited for the Position of Junior Research Assistant for the Project titled ""Prediction of probability of Multiple diseases based on Lifestyle Data""",.pdf,1462024SERB Adv.pdf
2742,file/Project vacancyzollipoto.pdf,"Applications are invited from the eligible candidates for Project Assistant for the project entitled  Morphological and Molecular Diversity of Caddisfly families, Lepidostomatidae and philopotamidae of Northwest Himalaya",.pdf,Project vacancyzollipoto.pdf
2741,file/2024BGSBU Admission notification 2024 ff (1).pdf,"University Admissions (B.Tech., Diploma, Undergraduate,Post Graduate, Integrated and Doctoral Programmes)",.pdf,2024BGSBU Admission notification 2024 ff (1).pdf
2740,file/LATESTAnswer Keys of Ph.D Entrance Test - 2023 held on June 102024 (1).pdf,Answer Keys of Ph.D Entrance Test - 2023,.pdf,LATESTAnswer Keys of Ph.D Entrance Test - 2023 held on June 102024 (1).pdf
2739,file/nursingfee notice.pdf,Fee Notification for B.Sc. Nursing Programme,.pdf,nursingfee notice.pdf
2738,file/Ph.D result Notification of Mr. Tanvir AhmedDepartment of English.pdf,"Ph.D. result Notification of Mr. Tanvir Ahmed, Department of English",.pdf,Ph.D result Notification of Mr. Tanvir AhmedDepartment of English.pdf
2737,file/Ph.D result Notification of Mr. Peerzada Ajaz AhmadDepartment of Physics.pdf,"Ph.D. result Notification of Mr. Peerzada Ajaz Ahmad, Department of Physics",.pdf,Ph.D result Notification of Mr. Peerzada Ajaz AhmadDepartment of Physics.pdf
2736,file/Notification_  Instructions for candidates appearing in Ph.D. Entrance Test 2023.pdf,Ph.D. Entrance Test Instructions,.pdf,Notification_  Instructions for candidates appearing in Ph.D. Entrance Test 2023.pdf
2735,file/CamScanner 05-31-2024 16.31.pdf,"Hon’ble vice Chancellor’s Letter to Students ",.pdf,CamScanner 05-31-2024 16.31.pdf
2734,file/Ph.D Entrance Test Notification signed (2).pdf,Ph.D. Entrance Test Notification -2023,.pdf,Ph.D Entrance Test Notification signed (2).pdf
2733,file/etendernotice for web.pdf,e -Tenders for providing catering services in the University Hostels.,.pdf,etendernotice for web.pdf
2732,file/tawseefphdviva.pdf,"Ph.D. Viva Voce Notification of Mr. Tawseef Ahmad Rather, Department of Management Studies",.pdf,tawseefphdviva.pdf
2731,file/phdjunaidamin.pdf,"Ph.D. Viva Voce Notification of Mr. Junaid Amin Parrey, Department of Management Studies",.pdf,phdjunaidamin.pdf
2730,file/Semester Wise Fee Structure for B.Sc. Nursing 202428batch.pdf,Semester Wise Fee Structure for B.Sc. Nursing 2024-28 batch,.pdf,Semester Wise Fee Structure for B.Sc. Nursing 202428batch.pdf
2729,file/B.Sc. Nursing Admission Advertisement 2024-25 (1).pdf,Admission Notification for Self Finance / Self Supporting / NRI / All India Seats for B.Sc. (Nursing) 2024-25,.pdf,B.Sc. Nursing Admission Advertisement 2024-25 (1).pdf
2728,file/sbcivilADVERTISEMENT FOR JRA.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “ Modelling of Sediment Yield and Establishing Sediment Delivery Ratio Relationships in Upper Jhelum Basin"" sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,sbcivilADVERTISEMENT FOR JRA.pdf
2727,file/finalGAT-B Admission  2024.pdf,Advertisement for Admission in DBT-Supported M.Sc. Bioresources Biotechnology Programme through Graduate Aptitude Test- Biotechnology (GAT-B)-2024,.pdf,finalGAT-B Admission  2024.pdf
2726,file/Meeting Notice for B. Tech students who involved in use of unfairmeans  during conduct of examination..pdf,Meeting Notice for B. Tech students who were involved in use of unfair means during conduct of examination,.pdf,Meeting Notice for B. Tech students who involved in use of unfairmeans  during conduct of examination..pdf
2725,file/prephddbt.pdf,"Pre Ph.D. Viva Voce Notification of Mrs Diksha Khajuria, Department of Biotechnology",.pdf,prephddbt.pdf
2724,file/EepAdvertisement for Project Assistant.pdf,"Applications are invited from the eligible candidates for Project Assistant for the project entitled ""Design Analysis and Development of Directly Driven Permanent Magnet Synchronous Generator for Vertical Axis Wind Turbine in Wind Prone/Hilly Areas of Jammu and Kashmir"" sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,EepAdvertisement for Project Assistant.pdf
2723,file/Order enhancement of DA..pdf,D.A. Enhancement Order,.pdf,Order enhancement of DA..pdf
2722,file/up1f_2f_3f_merged.pdf,"Notification Regarding Semester Fee for U.G., P.G., Diploma Programme (Odd Semester, June-Dec,2024 )",.pdf,up1f_2f_3f_merged.pdf
2721,file/CehADVERTISEMENT FOR JRA (2).pdf,"Extension for the last date in submission of Applications for the position of Junior Research Assistant (JRA) for the Research Project entitled ""Analysis of Solid Waste Management Systems and Impact of Non- Engineered Landfill Leachate on Ground Water quality of City Jammu, India"" till 25/06/2024, (Sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K).",.pdf,CehADVERTISEMENT FOR JRA (2).pdf
2720,file/extnewDepartment of Physics _IUAC_extended.pdf,Extension in Last Date for the position of JRF/Project Assistant in Inter University Accelerator Centre (IUAC) New Delhi sponsored project entitled “Tuning the Sensing Properties of Some Rare Earth Based Metal Oxide Nanostructured Biosensors By SHI Irradiations”,.pdf,extnewDepartment of Physics _IUAC_extended.pdf
2719,file/CsbgsbuAdvirtisement Notice for JRA (1).pdf,"Extension for last date in submission of applications for Junior Research Assistant for the project entitled “Machine Learning based Design and Development of Apple disease Prediction and automatic Prescription Model (APDD)” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,CsbgsbuAdvirtisement Notice for JRA (1).pdf
2718,file/CeeeeADVERTISEMENT FOR JRA -Extension Notice.pdf,"Extension for the last date in submission of Applications for the position of Junior Research Assistant (JRA) for the Research Project entitled ""Soil Erosion Assessment on Hill Slope of Jammu Srinagar National Highway using RUSLE Model"" till 17/06/2024, (Sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K).",.pdf,CeeeeADVERTISEMENT FOR JRA -Extension Notice.pdf
2717,file/EceHybrid Multimodal Biometric Recognition System using Handcrafted and CNN Features_advt_extension.pdf,"Extension for last date in submission of applications for Junior Research Assistant for the project entitled “Hybrid Multimodal Biometric Recognition System using Handcrafted and CNN Features” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,EceHybrid Multimodal Biometric Recognition System using Handcrafted and CNN Features_advt_extension.pdf
2716,file/InphDepartment of project interview.pdf,Interview Notice for the position of JRF/Project Assistant in Inter University Accelerator Centre (IUAC) New Delhi sponsored project entitled “Tuning the Sensing Properties of Some Rare Earth Based Metal Oxide Nanostructured Biosensors By SHI Irradiations”,.pdf,InphDepartment of project interview.pdf
2715,file/PhADVERTISEMENT FOR JRA -Extension Notice.pdf,"Extension for the last date in submission of Applications for the position of Junior Research Assistant (JRA) for the Research Project entitled ""Soil Erosion Assessment on Hill Slope of Jammu Srinagar National Highway using RUSLE Model"" till 17/06/2024, (Sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K).",.pdf,PhADVERTISEMENT FOR JRA -Extension Notice.pdf
2714,file/Department of Physic VIVA.pdf,"Ph.D. Viva Voce Notification of Mr. Mr. Peerzada Ajaz Ahmad , Department of Physics ",.pdf,Department of Physic VIVA.pdf
2713,file/Regbgsbun2024.pdf,"Mr.Shahbaz Ahmed Mirza,JKAS joined as Registrar,Baba Ghulam Shah Badshah University,Rajouri.",.pdf,Regbgsbun2024.pdf
2712,file/newAdvertisementhvc2024 (1).pdf,"Applications / Nominations are invited for appointment of Vice Chancellor for BGSB University, Rajouri. ",.pdf,newAdvertisementhvc2024 (1).pdf
2710,file/SbceAdvertisement JKDST .pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Evaluation of Jasmonic acid mediated cold stress tolerance in Solanum lycopersicum "" sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,SbceAdvertisement JKDST .pdf
2709,file/updatedAdvertisement of JRA (Biotechnology) in JKST & IC Project 2024 [SAH] - Full-Revised (1).pdf,Applications are invited from the eligible candidates for the temporary position available in the Research Project sanctioned by the JKST & IC (DST) entitled on “Bioprospection of phytochemicals derived from medicinal plants of Pir-Panjal Himalayan region as source of novel inhibitors effective against New Delhi metallo beta-lactamase to combat antimicrobial resistance”,.pdf,updatedAdvertisement of JRA (Biotechnology) in JKST & IC Project 2024 [SAH] - Full-Revised (1).pdf
2708,file/JRA Advertisement Noticeexn.pdf,"Extension Notice | Last date of  applying for the position ofJunior Research Assistant (JRA) in JKSTIC project entitled "" Mathematical Modeling of Mosquitoes Borne Diseases with Control Strategy in Jammu Region of UT of J&K"" is extended till May 29, 2024 ",.pdf,JRA Advertisement Noticeexn.pdf
2707,file/Extension Notice for Admission CUET PG 2024.pdf,Extension Notice for Admission Application Forms for PG Programmes through CUET (PG) -2024,.pdf,Extension Notice for Admission CUET PG 2024.pdf
2706,file/Notice for Tanvir Sir Viva-Voce (Online).pdf,"Ph.D. Viva Voce Notification of Mr. Tanvir Ahmed, Department of English",.pdf,Notice for Tanvir Sir Viva-Voce (Online).pdf
2703,file/B. tech fee circular.pdf," Notification Regarding Semester Fee for B.Tech. Programme (Odd Semester, June-Dec,2024)",.pdf,B. tech fee circular.pdf
1710,file/Pre Ph.D. presentation notification of shahid yousuf ganiedepartment of zoology.pdf,"Pre Ph.D. presentation notification of Shahid Yousuf Ganie,Department of Zoology",.pdf,Pre Ph.D. presentation notification of shahid yousuf ganiedepartment of zoology.pdf
1709,file/ADVERTISEMENT FOR JRACE24.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Analysis of Solid Waste Management Systems and Impact of Non- Engineered Landfill Leachate on Ground Water quality of City Jammu, India"" sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,ADVERTISEMENT FOR JRACE24.pdf
1708,file/Add for Water Tanker Establishment.pdf,"Proposals are Invited for Empanelment of Hiring of Water Tanker at Nursing College, Jammu for Supply of Portable Water",.pdf,Add for Water Tanker Establishment.pdf
1707,file/campusbuzz2024.pdf,Campus Buzz | Issue-05,.pdf,campusbuzz2024.pdf
1706,file/SKProject Advertisement Notice.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Diversity and Ecological Studies of Butterflies (Lepidoptera: Insecta) of Rajouri and Poonch Districts of Jammu Division” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K",.pdf,SKProject Advertisement Notice.pdf
1705,file/Short Advertisement Academic Arrangement.pdf,Advertisement for Academic Arrangement,.pdf,Short Advertisement Academic Arrangement.pdf
1704,file/2024Detailed Advertisement Academic Arrangement.pdf,Detailed Advertisement for Academic Arrangement,.pdf,2024Detailed Advertisement Academic Arrangement.pdf
1703,file/Summer Vacations 2024.pdf,"Notification Regarding Summer Vacations, 2024",.pdf,Summer Vacations 2024.pdf
1702,file/Hybrid Multimodal Biometric Recognition System using Handcrafted and CNN Features.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Hybrid Multimodal Biometric Recognition System using Handcrafted and CNN Features” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K",.pdf,Hybrid Multimodal Biometric Recognition System using Handcrafted and CNN Features.pdf
1701,file/ADVERTISEMENT FOR JRACE.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled ""Soil Erosion Assessment on Hill Slope of Jammu Srinagar National Highway using RUSLE Model"" sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K.",.pdf,ADVERTISEMENT FOR JRACE.pdf
1700,file/Advirtisement Noticecs for JRA (1).pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Design and Implementation of Virtual Security Systems in Remotely Located Educational Institutions using Internet of Things (IoT)” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K",.pdf,Advirtisement Noticecs for JRA (1).pdf
1699,file/MathJRA Advertisement Notice.pdf,"Advertisement Notification for the position of JRA  in JKST&IC sponsored  project entitled ""Mathematical Modeling of Mosquitoes Borne Diseases with Control Strategy in Jammu Region of UT of J&K"" ",.pdf,MathJRA Advertisement Notice.pdf
1698,file/Presubmission Zahid Hussain.pdf,"Pre-Ph.D Presentation Notification of Mr. Zahid Hussain, Department of Zoology",.pdf,Presubmission Zahid Hussain.pdf
1697,file/updatedadvt-IUAC.pdf,"Advertisement for Junior Research Fellow (JRF)/Project Fellow, Department of Physics",.pdf,updatedadvt-IUAC.pdf
1696,file/202425cuetpg notice.pdf,Admission Notification for PG Programmes [Through CUET-2024],.pdf,202425cuetpg notice.pdf
1694,file/Advirtisement Notice for JRADCS.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Machine Learning based Design and Development of Apple disease Prediction and automatic Prescription Model (APDD)” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K",.pdf,Advirtisement Notice for JRADCS.pdf
1693,file/Advertisement No_2.pdf,"Extension in the last date of application for the position of JRA for the research project ""Design and Development of a Compact DC Model for Organic Thin-Film Transistors for Integrated Circuit Design"" till 30/04/2024",.pdf,Advertisement No_2.pdf
1691,file/CamScanner 04-19-2024 15.04.pdf,"Proposals are Invited for Empanelment of Hiring of Water at Nursing College, Jammuter Tanker for Supply of Portable Water",.pdf,CamScanner 04-19-2024 15.04.pdf
1690,file/Advertisement ASR.pdf,"Applications are invited from the eligible candidates for Junior Research Assistant for the project entitled “Development of Accent Based Automatic Speech Recognition (ASR) for Kashmiri Language” sponsored by J&K Science Technology and Innovation Council (JKSTIC) Department of Science and Technology, Government of J&K",.pdf,Advertisement ASR.pdf
1689,file/Advertisement11 Notice.pdf,Applications are invited from the eligible candidates for one Project Fellow on temporary basis under a Research Project entitled “Developing techniques for tolerance against low temperature stress in Triticum aestivum cultivated in Rajouri district of Jammu and Kashmir”,.pdf,Advertisement11 Notice.pdf
1688,file/Bakir pre-submission notification (1).pdf,"Pre Ph.D. Presentation Notification of Mr, Bakir Illahi Dar, Department of Management Studies",.pdf,Bakir pre-submission notification (1).pdf
1687,file/Applications for Project Assistant in JKSTIC Proje_240327_221701.pdf,Advertisement for the Position of Project Assistant in JKSTIC Project titled “Genomics of Selected Neuro developmental Disorders in Consanguineous Children from Tribal J&K”,.pdf,Applications for Project Assistant in JKSTIC Proje_240327_221701.pdf
1686,file/Pre-Ph.D notification of Mr. Zahid Ahmad Mangral .pdf,"Pre-Ph.D Presentation Notification of Mr. Zahid Ahmad Mangral, Department of Biotechnology",.pdf,Pre-Ph.D notification of Mr. Zahid Ahmad Mangral .pdf
1685,file/Advertisement JRA_ECE.pdf,Advertisement for JRA recruitment under JKSTIC project titled “ Design and Development of a Compact DC Model for short-channel Organic thin-Film Transistors For Integrated Circuit Design”,.pdf,Advertisement JRA_ECE.pdf
1684,file/Advertisement updatedNotice (1) (1).pdf,Applications are invited from the eligible candidates for the temporary position available in the Research Project sanctioned by the JKST & IC (DST) entitled “DNA barcoding of some endemic medicinal plants of Kashmir Himalaya and its uses in assessing adulteration in their trade”,.pdf,Advertisement updatedNotice (1) (1).pdf
1681,file/Website Information regarding JKSTIC project (1).pdf," Information Regarding JKSTIC Projects",.pdf,Website Information regarding JKSTIC project (1).pdf
1680,file/ombudsman.pdf,Prof. (Retd.) Dr. Anil K Raina appointed as Ombudsperson,.pdf,ombudsman.pdf
1679,file/Ph.D Result Notification of Mr. Mohammed FareedDepartment of Education.pdf,"Ph.D Result Notification of Mr. Mohammed Fareed , Department of Education",.pdf,Ph.D Result Notification of Mr. Mohammed FareedDepartment of Education.pdf
1678,file/Phdmsabreena.pdf,"Ph.D Result Notification of Ms. Sabreena, Department of Economics",.pdf,Phdmsabreena.pdf
1677,file/Phdasiyalatief.pdf,"Ph.D Result Notification of Ms. Asiya Latief, Department of Education",.pdf,Phdasiyalatief.pdf
1675,file/CUET UG 2024 Admissions Advertisement (2).pdf,"Notification for Admission to Under Graduate(UG) programmes (CUET-UG,2024)",.pdf,CUET UG 2024 Admissions Advertisement (2).pdf
1674,file/Rphdcs.pdf,"Revised Ph.D Result Notification of Ms. Firasath Nabi, Department of Computer Science",.pdf,Rphdcs.pdf
1673,file/CUETUG2024.pdf,Notification Regarding Admission  Applications for CUET-UG - 2024,.pdf,CUETUG2024.pdf
1672,file/public-notice-gat-b-bet-2024.pdf,Notification Regarding Applications for Graduate Aptitude Test- Biotechnology (GAT-B) / Biotechnology Eligibility Test (BET) - 2024,.pdf,public-notice-gat-b-bet-2024.pdf
1671,file/prephdnighatyousuf.pdf,"Pre Ph.D. Presentation Notification of Ms. Nighat Yousuf , Department of Economics",.pdf,prephdnighatyousuf.pdf
1670,file/prephd05032024.pdf,"Pre Ph.D. Presentation Notification of Mr. Aabid Suhail , Department of Economics",.pdf,prephd05032024.pdf
1669,file/Ph.D Result of Asif Adil.pdf,"Revised Ph.D. Result Notification of Mr. Asif Adil, Department of Computer Science",.pdf,Ph.D Result of Asif Adil.pdf
1668,file/Inayat ullah Lone.pdf,"Pre Ph.D. Presentation Notification of  Mr. Inayat Ullah Lone ,  Department of Zoology",.pdf,Inayat ullah Lone.pdf
1667,file/pre submission Aquib Majeed.pdf,"Pre Ph.D. Presentation Notification of  Mr. Aquib Majeed ,  Department of Zoology",.pdf,pre submission Aquib Majeed.pdf
1666,file/Revised  Ph.D Result  of Akib.pdf,Revised Ph.D. Result Notification of Mr. Akib Mohi Ud Din Khanday,.pdf,Revised  Ph.D Result  of Akib.pdf
1665,file/Asiya Latief Ph.D Viva Notice.pdf,"Ph.D. Viva Voce Notification of Ms. Asiya Latief, Department of Education",.pdf,Asiya Latief Ph.D Viva Notice.pdf
1664,file/Mohd. Fareed Ph.D Viva Notice.pdf,"Ph.D. Viva Voce Notification of Mr.Mohd Fareed, Department of Education",.pdf,Mohd. Fareed Ph.D Viva Notice.pdf
1663,file/Mphil.pdf,"M.Phil. Result Notification of Ms. Farzana Tabassum Rimu, Department of Management Studies",.pdf,Mphil.pdf
1662,file/ph.d viva- voce of Sabreena.pdf,"Ph.D. Viva Voce Notification  of Ms. Sabreena, Department of Economics ",.pdf,ph.d viva- voce of Sabreena.pdf
1661,file/Ph. D Result Notification of Mr. Shahidul IslamDepartment of Computer Science.pdf,"Ph.D. Result Notification of Mr. Shahidul Islam, Department of Computer Science",.pdf,Ph. D Result Notification of Mr. Shahidul IslamDepartment of Computer Science.pdf
1658,file/Kishtwar wintervacations2024.pdf,"Notification Regarding Winter Vacations for College of Nursing, Kishtwar",.pdf,Kishtwar wintervacations2024.pdf
1657,file/Revised date sheetsM.A Gojri & Pahari SEM-I SEM-III.pdf,Revised Schedule of Theory Examination for M.A. Gojri and Pahari,.pdf,Revised date sheetsM.A Gojri & Pahari SEM-I SEM-III.pdf
1656,file/Revised datesheetShabiMiraj Revised Lab Schedule.pdf,"Revised Schedule of Laboratory Examintion for B.Tech. , Earlier Scheduled on February 07, 2024",.pdf,Revised datesheetShabiMiraj Revised Lab Schedule.pdf
1655,file/CIRCULARIT.pdf,Circular Regarding Information for Income Tax,.pdf,CIRCULARIT.pdf
1654,file/IncometaxTapScanner 23-01-2024-13?30.pdf,Circular Regarding Information for Income  Tax,.pdf,IncometaxTapScanner 23-01-2024-13?30.pdf
1653,file/Circular Flag Hoisting.pdf,"Circular Regarding Flag Hoisting on January 26,2024",.pdf,Circular Flag Hoisting.pdf
1652,file/Revised Schedule 7th sem.pdf,"Earlier Postponed | Revised Schedule of B.Tech. , Semester -VIIth Examination",.pdf,Revised Schedule 7th sem.pdf
1651,file/Half Dayholiday.pdf,"Half Day Holiday on January 22, 2024",.pdf,Half Dayholiday.pdf
1650,file/Itnotice exam reschedule.pdf,Examination Postponement Notice for M.Sc. IT,.pdf,Itnotice exam reschedule.pdf
1649,file/Diplomanotice1.pdf,"Examination Postponement Notice for Diploma in Engineering , Semester-I",.pdf,Diplomanotice1.pdf
1648,file/MagojripahariAdobe Scan 20 Jan 2024 (3).pdf,Examination Postponement Notice for M.A. Gojri and Pahari,.pdf,MagojripahariAdobe Scan 20 Jan 2024 (3).pdf
1647,file/Btech Paper Postponement.pdf,"Examination Postponement Notice for B.Tech. , Semester-I",.pdf,Btech Paper Postponement.pdf
1646,file/a4d96303-1025-44fd-8f76-c9a020eb9da7.pdf,"Revised Examination Notification for M.Sc. Microbiology, Semester-I",.pdf,a4d96303-1025-44fd-8f76-c9a020eb9da7.pdf
1645,file/HtDocScanner 19-Jan-2024 1-38 pm.pdf,Examination Postponement Notice for MBA-HTM and B.VoC,.pdf,HtDocScanner 19-Jan-2024 1-38 pm.pdf
1644,file/Revisedevs625d5cb4-e85e-41a2-8f5d-824ec5a7de26.pdf,Revised Examination Notification for M.Sc. Environmental Science,.pdf,Revisedevs625d5cb4-e85e-41a2-8f5d-824ec5a7de26.pdf
1643,file/Revised zoologyNew Doc 01-19-2024 16.46_2.pdf,"Revised Examination Notification for M.Sc. Zoology, Semester-I",.pdf,Revised zoologyNew Doc 01-19-2024 16.46_2.pdf
1642,file/EducationScan 19 Jan 24 15·54·35.pdf,"  Examination Postponement Notice for B.Ed., M.A. Education, M.Ed.",.pdf,EducationScan 19 Jan 24 15·54·35.pdf
1641,"file/PersianpostponementAdobe Scan Jan 19, 2024 (1).pdf"," Examination Postponement Notice for M.A. Persian",.pdf,"PersianpostponementAdobe Scan Jan 19, 2024 (1).pdf"
1640,file/ENGPOSTPONEMENTNOTICE.pdf,Examination Postponement Notice for M.A. English,.pdf,ENGPOSTPONEMENTNOTICE.pdf
1639,file/exmanitaion postpone of bba 3rd on 22 (1).pdf,"Examination Postponement Notice for BBA , Semester-III",.pdf,exmanitaion postpone of bba 3rd on 22 (1).pdf
1638,file/Ph.D Result Notification of Mr. Naveed Jeelani KhanDepartment of Computer Science.pdf,"Ph.D. Result Notification of Mr. Naveed Jeelani Khan, Department of Computer Science",.pdf,Ph.D Result Notification of Mr. Naveed Jeelani KhanDepartment of Computer Science.pdf
1637,file/Ph.D Result Notification of Mr. Tawseef Ahmad MirDepartment of Computer Science.pdf,"Ph.D. Result Notification of Mr. Tawseef Ahmad Mir, Department of Computer Science",.pdf,Ph.D Result Notification of Mr. Tawseef Ahmad MirDepartment of Computer Science.pdf
1636,file/nspgrad.pdf,Submission of Online Scholarship applications forms under (UGC) University Grant Commission Sponsored Scheme NATIONAL SCHOLARSHIP FOR POST GRADUATE STUDIES for the year 2023- 24 on National Scholarship Portal,.pdf,nspgrad.pdf
1634,file/Postponement of Examination of BBA 1st & 5th semester (Jan2024).pdf,"Examination Postponement Notice for BBA , Semester-I, V",.pdf,Postponement of Examination of BBA 1st & 5th semester (Jan2024).pdf
